CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Unnamed: 19
716088783,60.0,M,0,College,Married,$80K - $120K,Blue,50.0,1.0,4,2,29239.0,0,1.057,8169,65,0.585,0.0,
718458858,41.0,M,4,Graduate,Single,$80K - $120K,Silver,29.0,2.0,3,6,34516.0,0,0.434,3526,53,0.828,0.0,
715754133,42.0,F,3,Graduate,Single,Less than $40K,Blue,32.0,2.0,2,3,3391.0,1359,0.662,13212,107,0.646,0.401,
715630983,31.0,F,0,Graduate,Single,Less than $40K,Blue,21.0,4.0,2,3,4598.0,0,0.439,6317,77,0.833,0.0,
712768983,51.0,M,4,Graduate,Single,$80K - $120K,Silver,42.0,6.0,4,2,34516.0,230,1.004,8629,65,0.548,0.007,
716881683,45.0,M,5,Uneducated,Married,$80K - $120K,,34.0,2.0,3,3,3435.0,2517,0.332,5567,51,0.545,0.733,
711108408,55.0,M,2,Uneducated,Single,$60K - $80K,Blue,36.0,2.0,1,1,17540.0,1337,0.734,14244,96,0.6,0.076,
717565233,51.0,M,3,Doctorate,Single,$80K - $120K,Blue,38.0,2.0,3,2,31346.0,1318,0.862,13303,92,0.804,0.042,
789539058,28.0,M,0,Uneducated,,Less than $40K,Blue,20.0,1.0,1,3,4342.0,893,0.878,17064,116,0.758,0.206,
768643158,44.0,F,5,Graduate,Divorced,Less than $40K,Blue,38.0,2.0,1,3,3842.0,2459,0.691,13598,119,0.725,0.64,
721530633,51.0,F,2,Graduate,Single,$40K - $60K,Blue,36.0,1.0,1,1,3785.0,1329,0.864,15209,104,0.891,0.351,
721188033,48.0,M,5,College,Married,Less than $40K,Blue,39.0,2.0,3,1,6797.0,2239,0.922,16171,112,0.778,0.329,
810261633,44.0,M,4,Graduate,Single,$60K - $80K,Blue,39.0,2.0,2,3,9682.0,1727,0.88,14991,95,0.9,0.178,
717529233,40.0,F,3,Graduate,Single,Less than $40K,Blue,30.0,4.0,3,2,3319.0,0,0.262,4840,44,0.375,0.0,
719365233,34.0,M,4,Unknown,Single,Less than $40K,Blue,23.0,1.0,3,2,7664.0,1785,0.947,15077,126,0.8,0.233,
720943308,47.0,M,3,Graduate,Single,$60K - $80K,Silver,36.0,1.0,1,2,30498.0,1990,0.839,16202,120,0.791,0.065,
714425283,50.0,F,2,High School,Married,Unknown,Blue,40.0,2.0,3,2,19962.0,0,0.984,14703,119,0.859,0.0,
711794358,61.0,M,0,College,Single,$80K - $120K,,50.0,2.0,4,3,21398.0,0,0.695,3119,53,0.767,0.0,
719683158,56.0,F,2,Unknown,Married,Less than $40K,Blue,48.0,2.0,4,2,4746.0,0,0.862,7154,66,1.062,0.0,
709406733,46.0,M,3,Graduate,Divorced,$80K - $120K,Blue,36.0,2.0,2,1,20434.0,1504,0.725,13280,106,0.656,0.074,
708572658,49.0,M,5,Graduate,Married,$60K - $80K,Silver,38.0,1.0,1,2,29531.0,2088,0.843,15039,120,0.69,0.071,
714001008,56.0,M,1,Uneducated,Divorced,$120K +,Blue,36.0,1.0,1,2,3730.0,0,0.732,13997,102,0.619,0.0,
712833633,41.0,M,2,Post-Graduate,Married,$40K - $60K,Blue,36.0,2.0,1,3,10688.0,653,0.682,13866,98,0.508,0.061,
716260833,56.0,F,5,Unknown,Single,Less than $40K,Blue,36.0,6.0,3,5,4668.0,2517,1.062,8331,63,0.853,0.539,
708863733,35.0,M,3,Unknown,Single,$40K - $60K,Gold,19.0,1.0,1,3,22725.0,808,0.779,13847,120,0.875,0.036,
717076458,40.0,M,3,Unknown,Single,$40K - $60K,Blue,36.0,1.0,3,1,8155.0,1178,0.829,14955,102,0.925,0.144,
712412958,41.0,F,3,Doctorate,Married,$40K - $60K,Silver,33.0,1.0,1,2,18266.0,822,0.875,14615,124,0.797,0.045,
720535008,46.0,M,4,Uneducated,Single,$80K - $120K,Blue,36.0,1.0,2,3,10492.0,1094,0.915,13764,104,0.733,0.104,
711578658,56.0,F,2,High School,,$40K - $60K,Blue,49.0,1.0,3,3,6380.0,2517,0.706,13945,97,1.064,0.395,
709373883,37.0,F,5,Unknown,Married,$40K - $60K,Silver,36.0,1.0,1,2,19055.0,2517,0.915,15091,124,0.676,0.132,
780730008,51.0,M,2,College,Single,$120K +,Blue,36.0,2.0,2,2,3477.0,752,0.703,13627,120,0.739,0.216,
824816358,36.0,F,1,Uneducated,Single,Less than $40K,Blue,32.0,2.0,3,2,3277.0,0,0.84,14252,127,0.649,0.0,
716106108,49.0,M,4,Post-Graduate,Married,$120K +,,,2.0,3,2,34516.0,0,0.663,13376,129,0.72,0.0,
709807383,35.0,F,2,Unknown,Married,Less than $40K,Blue,22.0,1.0,1,1,3616.0,1155,0.727,15391,94,0.593,0.319,
716430933,46.0,F,4,Unknown,Single,Less than $40K,Blue,36.0,2.0,1,2,3973.0,0,0.89,13740,131,0.819,0.0,
789866133,45.0,F,3,Graduate,Unknown,$40K - $60K,,35.0,2.0,3,2,4318.0,2359,0.993,12867,118,0.573,0.546,
718634058,48.0,F,2,High School,Unknown,Unknown,Blue,31.0,2.0,2,1,7660.0,764,0.877,14844,100,0.695,0.1,
715129983,46.0,F,3,Graduate,,Unknown,,36.0,1.0,3,2,3515.0,0,0.876,15079,116,0.841,0.0,
717177783,36.0,F,0,Unknown,Married,Less than $40K,Silver,19.0,1.0,2,3,13313.0,0,1.08,15549,121,0.833,0.0,
719694408,30.0,F,1,College,Single,Less than $40K,Blue,36.0,4.0,3,6,4541.0,0,0.976,7996,80,0.778,0.0,
806992533,49.0,F,1,Graduate,Married,Less than $40K,Blue,44.0,2.0,1,1,8284.0,797,0.824,13092,102,0.569,0.096,
718045008,31.0,M,0,Post-Graduate,Married,Less than $40K,Blue,21.0,1.0,2,2,3768.0,0,0.799,6639,71,1.152,0.0,
711010683,35.0,M,3,High School,Married,$40K - $60K,Blue,27.0,1.0,2,3,14382.0,1950,0.578,12941,131,0.819,0.136,
714759708,54.0,F,1,High School,Single,Unknown,,36.0,2.0,2,3,10798.0,1378,0.631,13681,105,0.81,0.128,
718801158,49.0,M,3,Graduate,Single,$40K - $60K,Gold,36.0,2.0,2,2,23981.0,1408,0.844,14455,96,0.846,0.059,
712256358,40.0,,3,Graduate,Married,$60K - $80K,Blue,23.0,1.0,3,1,22729.0,1581,1.025,13672,110,0.746,0.07,
779803008,41.0,F,2,High School,Single,Unknown,Blue,30.0,2.0,2,1,27670.0,0,0.645,13854,124,0.797,0.0,
710968008,37.0,F,4,Uneducated,Married,Less than $40K,Blue,26.0,2.0,1,2,3423.0,647,0.73,14308,124,0.722,0.189,
771584658,46.0,F,4,Unknown,Single,Unknown,Silver,34.0,1.0,2,3,33874.0,1473,0.803,13753,98,0.849,0.043,
718102758,61.0,F,0,High School,,Less than $40K,Blue,36.0,2.0,1,3,3175.0,1116,0.978,14071,101,0.683,0.351,
811076883,45.0,M,3,Graduate,Married,$40K - $60K,,40.0,1.0,4,3,7979.0,0,0.465,5056,63,0.853,0.0,
770970558,41.0,M,2,Unknown,Single,$80K - $120K,Blue,28.0,1.0,2,3,13679.0,2267,1.232,15180,103,0.689,0.166,
758863383,47.0,F,2,Uneducated,Unknown,Less than $40K,Silver,36.0,1.0,3,2,14767.0,948,0.999,13090,104,0.625,0.064,
716863458,44.0,M,2,Uneducated,Single,$80K - $120K,Silver,36.0,2.0,3,3,34516.0,569,0.919,8570,68,0.789,0.016,
766821033,61.0,M,0,Unknown,Single,$120K +,Blue,46.0,6.0,3,3,4650.0,1162,0.82,7976,74,1.056,0.25,
814590483,45.0,F,2,Graduate,Married,$40K - $60K,,40.0,1.0,3,3,3592.0,865,0.663,12777,95,0.727,0.241,
773283108,31.0,M,0,High School,Married,$60K - $80K,Silver,24.0,1.0,1,3,32535.0,1722,0.856,15738,116,0.657,0.053,
721006458,42.0,M,2,Unknown,Single,$120K +,Blue,35.0,2.0,1,3,3214.0,1471,0.933,14557,114,0.652,0.458,
714615258,32.0,M,1,High School,Single,$40K - $60K,Blue,36.0,6.0,3,2,4819.0,2134,0.834,9330,64,0.882,0.443,
788687133,42.0,M,2,Graduate,Married,$80K - $120K,Blue,31.0,2.0,3,1,16433.0,0,0.791,13678,125,0.736,0.0,
820108008,49.0,M,4,Unknown,Married,$80K - $120K,Blue,44.0,2.0,3,3,12174.0,1361,1.048,14743,121,0.729,0.112,
717781608,52.0,F,3,Graduate,Married,Less than $40K,,40.0,2.0,2,1,9230.0,1518,0.774,14082,99,0.833,0.164,
720136458,39.0,M,3,Post-Graduate,,$60K - $80K,,36.0,2.0,2,3,6867.0,776,0.715,14119,97,0.764,0.113,
716247708,51.0,M,4,College,Single,$120K +,,33.0,2.0,2,2,34516.0,1848,0.775,14149,103,0.689,0.054,
714968208,52.0,M,2,High School,Married,$80K - $120K,Blue,36.0,2.0,3,1,18046.0,0,0.819,13758,104,0.677,0.0,
719913783,40.0,M,3,Graduate,Single,$40K - $60K,,27.0,2.0,2,3,7680.0,1589,0.688,13617,105,0.721,0.207,
720621408,38.0,F,2,Uneducated,,Less than $40K,Blue,36.0,2.0,3,2,7825.0,0,0.724,14326,100,0.786,0.0,
721169883,41.0,M,5,College,Married,$60K - $80K,Blue,31.0,1.0,3,2,5002.0,1945,1.035,16161,109,0.787,0.389,
719324658,27.0,M,0,College,Unknown,$80K - $120K,Silver,19.0,1.0,1,3,34516.0,1131,0.715,14716,112,0.75,0.033,
714577233,50.0,F,3,Graduate,Married,$40K - $60K,Blue,41.0,2.0,3,1,4755.0,0,0.776,15999,109,0.73,0.0,
712367658,58.0,M,1,Uneducated,Single,$80K - $120K,Blue,40.0,1.0,3,0,22104.0,1783,0.805,13830,112,0.806,0.081,
803655333,53.0,M,2,Post-Graduate,Single,$60K - $80K,Silver,47.0,1.0,3,3,29038.0,2295,0.657,12025,103,0.807,0.079,
710455608,40.0,M,3,High School,Single,$80K - $120K,Blue,,2.0,3,2,4620.0,0,0.654,6644,61,0.694,0.0,
711328458,58.0,M,1,High School,Married,$80K - $120K,Blue,50.0,1.0,1,3,34516.0,1341,0.812,13988,127,0.789,0.039,
708123033,41.0,F,3,Graduate,Single,Less than $40K,Silver,30.0,2.0,1,1,11463.0,0,0.908,14511,105,0.721,0.0,
713514633,59.0,M,2,Graduate,,$60K - $80K,Blue,50.0,2.0,4,2,6224.0,0,0.801,8291,69,1.029,0.0,
710745633,53.0,M,1,Unknown,Married,$120K +,,36.0,2.0,3,3,19252.0,751,0.814,14074,112,0.623,0.039,
710374008,53.0,M,1,Graduate,Single,$80K - $120K,Blue,47.0,1.0,1,2,34516.0,1583,0.631,12906,100,0.639,0.046,
772166058,31.0,M,1,Unknown,Single,$40K - $60K,Blue,20.0,1.0,2,3,3232.0,1564,0.969,13142,112,0.75,0.484,
715017858,44.0,M,2,Uneducated,Married,$120K +,Platinum,36.0,2.0,1,3,34516.0,1421,0.744,14465,114,0.754,0.041,
717571683,47.0,F,4,Uneducated,Married,$40K - $60K,,34.0,2.0,3,3,23981.0,0,0.196,4536,61,0.605,0.0,
743420208,47.0,F,2,College,,Less than $40K,,40.0,2.0,2,2,4822.0,1882,0.833,13816,121,0.891,0.39,
716201883,46.0,M,2,Graduate,Unknown,$120K +,Silver,39.0,2.0,2,3,34516.0,1381,0.949,14696,114,0.966,0.04,
714593883,53.0,F,2,Graduate,Married,Less than $40K,,45.0,1.0,2,1,12100.0,1350,0.854,13138,115,0.667,0.112,
711003483,40.0,M,3,Unknown,Divorced,$60K - $80K,Blue,24.0,2.0,3,3,20466.0,1138,0.868,15121,97,0.54,0.056,
819628158,42.0,M,3,Graduate,Single,$60K - $80K,Blue,37.0,2.0,3,1,17887.0,1821,0.687,14544,116,1.148,0.102,
712021233,33.0,M,3,Graduate,Married,$60K - $80K,Blue,15.0,5.0,1,3,23399.0,0,1.051,9356,74,0.85,0.0,
708573933,45.0,,2,Unknown,,Less than $40K,Silver,36.0,2.0,2,3,13026.0,789,0.74,14747,100,0.724,0.061,
710758683,61.0,F,1,Graduate,Unknown,$40K - $60K,Silver,48.0,2.0,3,3,15698.0,2000,0.749,12980,82,0.64,0.127,
718288833,31.0,M,1,Unknown,Married,$40K - $60K,Blue,36.0,1.0,3,3,5590.0,875,0.86,14643,127,0.764,0.157,
708873183,47.0,M,2,Post-Graduate,Single,$60K - $80K,Blue,,1.0,3,2,17575.0,618,0.917,15473,128,0.684,0.035,
766224933,46.0,M,2,Graduate,Married,$80K - $120K,Blue,39.0,1.0,1,1,29528.0,1769,0.771,14428,119,0.7,0.06,
771626283,54.0,M,2,Post-Graduate,Married,$60K - $80K,Platinum,42.0,1.0,3,1,34516.0,1996,0.988,15033,114,0.81,0.058,
720372483,60.0,F,0,High School,Married,Less than $40K,Blue,36.0,1.0,1,3,4147.0,2262,0.565,14624,111,0.79,0.545,
712916958,55.0,F,2,Graduate,Married,Unknown,,36.0,5.0,3,2,12494.0,0,0.576,7026,69,0.917,0.0,
716124408,32.0,M,2,Graduate,Single,$120K +,Gold,22.0,2.0,2,3,34516.0,1692,0.983,7486,64,0.73,0.049,
714128283,49.0,F,1,Unknown,Married,Less than $40K,Silver,40.0,2.0,3,2,13411.0,1736,0.841,12493,113,0.738,0.129,
708163758,41.0,M,3,Unknown,Married,$120K +,Blue,33.0,2.0,4,3,34516.0,638,0.724,13085,139,0.675,0.018,
716979183,45.0,M,2,College,Married,$60K - $80K,Blue,34.0,1.0,1,2,17646.0,1396,0.851,15527,106,0.893,0.079,
716480358,45.0,M,3,Uneducated,Single,$60K - $80K,,36.0,2.0,2,1,11121.0,1296,0.789,13814,81,1.025,0.117,
800758233,30.0,M,0,College,,$60K - $80K,Blue,24.0,6.0,2,2,4109.0,0,0.949,8642,77,0.481,0.0,
720413658,44.0,M,2,High School,Married,$120K +,,31.0,2.0,1,3,6176.0,905,0.805,15102,95,0.792,0.147,
715832058,40.0,F,5,Graduate,Unknown,Less than $40K,Blue,36.0,2.0,2,3,4512.0,1172,0.706,14414,98,0.815,0.26,
716323683,31.0,M,0,Graduate,Married,$80K - $120K,Blue,36.0,2.0,3,3,32791.0,1607,0.752,13177,106,0.738,0.049,
819616383,40.0,F,3,Uneducated,Divorced,Less than $40K,Blue,35.0,2.0,3,3,4772.0,2004,0.696,14748,118,0.761,0.42,
771069033,56.0,M,1,Unknown,,$60K - $80K,Blue,43.0,2.0,2,3,10602.0,1083,0.656,14084,91,0.75,0.102,
821241708,47.0,M,4,Unknown,Unknown,$80K - $120K,Blue,42.0,1.0,4,1,7953.0,0,1.031,8670,74,0.574,0.0,
716987358,29.0,M,0,Post-Graduate,Divorced,$60K - $80K,Blue,15.0,2.0,1,3,8022.0,0,0.381,5660,59,0.735,0.0,
710300733,38.0,M,3,High School,Single,$120K +,Blue,27.0,2.0,4,1,34516.0,0,0.919,13781,106,0.797,0.0,
712497783,56.0,F,2,Unknown,Married,Less than $40K,Blue,48.0,1.0,2,3,9092.0,1363,0.83,14779,94,0.843,0.15,
709259958,53.0,F,1,Graduate,Single,Less than $40K,Blue,44.0,1.0,3,2,5541.0,2517,0.879,9195,73,0.825,0.454,
716296833,56.0,M,0,Doctorate,Single,$80K - $120K,,47.0,2.0,1,2,7204.0,0,0.803,14042,113,0.766,0.0,
715728108,27.0,F,0,Graduate,,Less than $40K,Blue,36.0,1.0,1,2,4548.0,1450,0.844,14330,131,0.638,0.319,
771507258,38.0,F,2,Graduate,Single,Less than $40K,Blue,26.0,1.0,2,1,3860.0,1175,0.734,14474,118,0.71,0.304,
713758758,48.0,M,2,High School,,Less than $40K,Silver,36.0,2.0,2,2,14581.0,2517,0.776,17628,109,0.817,0.173,
779809908,44.0,F,3,High School,Single,Less than $40K,Blue,34.0,2.0,2,2,3084.0,0,0.861,12739,96,0.882,0.0,
816310158,49.0,M,4,Uneducated,Unknown,$60K - $80K,Blue,44.0,1.0,3,2,12375.0,2263,1.044,14500,106,0.582,0.183,
780349833,36.0,M,2,College,Married,$40K - $60K,Gold,23.0,1.0,1,3,23981.0,0,0.827,15236,120,0.875,0.0,
818235408,30.0,M,0,College,Married,$60K - $80K,Blue,25.0,2.0,3,1,19534.0,0,0.616,15634,118,0.639,0.0,
709213458,42.0,M,3,High School,,$80K - $120K,Blue,36.0,1.0,3,2,22993.0,0,1.004,7867,75,0.786,0.0,
719634408,51.0,M,2,Unknown,Single,$120K +,Silver,31.0,2.0,2,2,34516.0,585,0.875,13534,104,0.825,0.017,
709934808,59.0,M,1,Unknown,Single,$40K - $60K,Silver,51.0,2.0,2,1,15164.0,1071,0.9,13062,103,0.717,0.071,
712238958,45.0,M,4,Graduate,Married,Less than $40K,Blue,36.0,1.0,2,3,7231.0,1047,0.947,15571,115,0.797,0.145,
711813258,56.0,M,2,College,Single,$60K - $80K,,43.0,2.0,1,2,34516.0,2022,0.761,13633,116,0.785,0.059,
789983133,31.0,M,2,Graduate,Unknown,$80K - $120K,Silver,22.0,2.0,3,2,34516.0,1780,0.839,14185,98,0.69,0.052,
792139308,48.0,F,3,Graduate,Single,$40K - $60K,Blue,42.0,1.0,2,3,9215.0,639,0.646,13345,114,0.754,0.069,
718123608,32.0,M,2,Graduate,Married,$80K - $120K,Blue,36.0,2.0,1,2,25438.0,1907,0.741,16485,104,0.793,0.075,
715369008,46.0,F,3,High School,Single,Less than $40K,Blue,36.0,1.0,2,2,3759.0,0,0.722,15331,106,0.767,0.0,
717556758,52.0,F,2,High School,Single,Less than $40K,Blue,36.0,1.0,2,3,3029.0,2267,0.842,14934,113,0.823,0.748,
718252533,30.0,F,0,Graduate,Divorced,Less than $40K,,18.0,5.0,1,1,4203.0,996,0.705,7292,68,0.7,0.237,
716340783,48.0,M,4,High School,Married,$80K - $120K,Blue,,1.0,1,2,21526.0,1320,0.762,14441,105,0.875,0.061,
717898758,55.0,F,2,Graduate,Married,Less than $40K,Silver,45.0,6.0,3,3,12207.0,0,0.319,5838,74,1.056,0.0,
825743583,39.0,F,2,Graduate,Single,Unknown,Silver,35.0,1.0,3,3,32089.0,1971,0.671,13796,121,0.833,0.061,
717711108,43.0,F,3,Unknown,Married,Less than $40K,Blue,27.0,1.0,2,2,3541.0,1042,0.774,14511,123,0.708,0.294,
789791808,43.0,M,4,High School,Married,$40K - $60K,Blue,32.0,2.0,2,2,7139.0,1512,1.106,14802,112,0.75,0.212,
807971658,47.0,F,3,Unknown,Married,Less than $40K,Blue,42.0,1.0,2,3,3669.0,2517,0.83,13931,112,0.836,0.686,
770220558,57.0,M,3,Unknown,Single,$60K - $80K,Blue,51.0,1.0,6,1,5859.0,0,0.914,8004,82,0.708,0.0,
818239983,53.0,M,2,Unknown,Divorced,$80K - $120K,Blue,48.0,2.0,1,2,15594.0,1590,0.679,13016,118,0.616,0.102,
712544358,48.0,M,3,Graduate,Married,$120K +,Gold,36.0,1.0,4,2,34516.0,1823,1.062,15552,108,0.831,0.053,
720306408,50.0,F,2,High School,Single,Less than $40K,Blue,41.0,2.0,3,2,6704.0,0,0.856,12576,103,0.776,0.0,
721488858,53.0,M,3,Uneducated,Married,$60K - $80K,,38.0,1.0,3,2,32417.0,871,0.911,14381,121,0.862,0.027,
710771433,48.0,M,1,Graduate,Single,$80K - $120K,,36.0,1.0,3,1,2754.0,2152,0.821,13991,125,0.761,0.781,
708662583,41.0,M,3,Unknown,Married,$60K - $80K,Silver,29.0,1.0,3,4,27945.0,0,0.902,8345,70,1.059,0.0,
717663033,51.0,M,2,Uneducated,,$120K +,Blue,35.0,1.0,2,2,34516.0,1068,0.966,16428,123,0.809,0.031,
721524858,51.0,F,2,Unknown,,Less than $40K,Blue,37.0,1.0,2,3,7098.0,1829,0.557,13139,102,0.789,0.258,
788778033,39.0,F,2,College,Single,Less than $40K,Silver,20.0,1.0,2,3,12338.0,1277,0.828,15869,109,0.758,0.104,
708649683,51.0,M,2,High School,Single,$60K - $80K,Blue,42.0,1.0,3,2,16703.0,1140,0.555,15472,122,0.768,0.068,
708770883,43.0,M,2,Uneducated,Married,$80K - $120K,Blue,24.0,2.0,2,2,16667.0,1463,0.803,15301,115,0.797,0.088,
708152358,54.0,M,1,Post-Graduate,Unknown,$80K - $120K,Blue,36.0,1.0,3,2,18512.0,1664,0.889,8019,57,0.583,0.09,
719210133,47.0,M,3,Uneducated,Single,$60K - $80K,Blue,35.0,2.0,3,1,14131.0,1333,0.767,12779,103,0.689,0.094,
714690633,51.0,F,3,Graduate,,Less than $40K,Blue,36.0,1.0,3,1,3276.0,1474,0.759,14212,116,0.681,0.45,
719719158,38.0,M,4,Post-Graduate,Single,$80K - $120K,Silver,36.0,1.0,3,1,34516.0,1435,0.865,15584,114,0.839,0.042,
712690458,38.0,F,2,Uneducated,,Less than $40K,Blue,28.0,1.0,1,2,3629.0,1891,0.917,15982,113,0.687,0.521,
718758783,44.0,F,4,Unknown,Single,Less than $40K,Silver,36.0,2.0,3,3,13067.0,1943,0.85,15172,118,1.034,0.149,
716947083,32.0,M,3,High School,Single,$40K - $60K,Blue,36.0,2.0,2,1,3845.0,1871,0.847,14593,110,0.803,0.487,
709075533,41.0,M,5,Uneducated,Single,$80K - $120K,Blue,32.0,4.0,3,3,12094.0,0,0.995,8607,90,0.957,0.0,
712952283,50.0,M,3,Graduate,Married,$120K +,Blue,35.0,1.0,1,2,34516.0,1638,0.761,14474,121,0.833,0.047,
718799958,60.0,F,1,Graduate,Married,Unknown,,52.0,2.0,3,3,13312.0,1974,0.898,14336,106,0.656,0.148,
718663983,38.0,F,1,Doctorate,Single,Less than $40K,,36.0,2.0,2,2,3466.0,2517,0.699,13140,94,0.709,0.726,
789550458,59.0,M,0,High School,Single,$40K - $60K,Silver,52.0,1.0,2,1,15223.0,1729,0.863,14230,111,0.79,0.114,
708226833,53.0,M,1,High School,Married,$120K +,Gold,44.0,1.0,6,3,34516.0,831,0.727,13247,107,0.754,0.024,
714361083,40.0,F,2,College,Single,Less than $40K,Blue,36.0,4.0,2,3,5989.0,0,0.311,5843,60,0.176,0.0,
714608583,45.0,M,5,High School,Divorced,$120K +,Blue,36.0,2.0,3,2,5287.0,0,0.841,8392,69,0.683,0.0,
710775483,53.0,M,1,High School,Unknown,$40K - $60K,,43.0,2.0,1,3,9060.0,0,0.775,14305,102,0.645,0.0,
709410033,56.0,M,2,High School,Unknown,$80K - $120K,Blue,36.0,1.0,1,1,4731.0,831,0.96,14952,118,0.788,0.176,
717173358,60.0,,0,Graduate,Single,$40K - $60K,Blue,47.0,1.0,2,3,9502.0,1881,0.717,14418,100,0.754,0.198,
719773158,42.0,M,3,Graduate,Married,$80K - $120K,Blue,36.0,1.0,3,0,29738.0,2370,0.806,14270,97,0.902,0.08,
771292233,48.0,F,1,Unknown,Single,Less than $40K,Blue,36.0,1.0,1,2,3918.0,813,1.149,15867,103,1.06,0.208,
756371058,58.0,F,1,Unknown,Married,Less than $40K,Blue,40.0,1.0,2,3,3944.0,1006,0.782,15315,124,0.851,0.255,
709476033,55.0,M,2,Uneducated,Married,$120K +,Blue,48.0,2.0,1,2,6577.0,1800,0.786,14229,120,0.69,0.274,
770560683,51.0,M,1,Graduate,Married,$120K +,Gold,37.0,2.0,3,1,34516.0,2417,0.947,13021,117,0.625,0.07,
788766933,46.0,M,2,Post-Graduate,Married,$80K - $120K,Blue,26.0,1.0,3,1,34516.0,714,0.883,14279,97,0.764,0.021,
713550483,45.0,M,4,Graduate,Unknown,$60K - $80K,Blue,33.0,1.0,5,1,8670.0,1930,0.933,13767,96,0.655,0.223,
709928358,40.0,M,3,Graduate,Single,$80K - $120K,Blue,20.0,1.0,2,2,32554.0,0,0.872,8528,87,1.122,0.0,
713895633,56.0,F,1,High School,Unknown,$40K - $60K,,36.0,2.0,1,3,8331.0,0,0.705,14324,103,0.689,0.0,
720471108,34.0,F,4,High School,,Unknown,,26.0,2.0,2,2,32056.0,1668,0.771,12595,106,0.683,0.052,
718192608,48.0,M,3,Uneducated,Married,$60K - $80K,Blue,36.0,1.0,1,2,15524.0,1148,0.829,13819,106,0.71,0.074,
805485933,45.0,F,3,Graduate,Married,Less than $40K,Blue,40.0,2.0,1,3,4010.0,2517,0.71,14354,101,0.629,0.628,
712517808,42.0,M,5,High School,Married,$60K - $80K,Blue,36.0,2.0,4,3,3275.0,1525,0.749,14830,112,0.697,0.466,
780604083,49.0,M,1,Unknown,Single,$60K - $80K,Blue,37.0,1.0,2,2,18349.0,1209,0.738,16422,110,0.803,0.066,
715311183,35.0,M,2,Post-Graduate,Single,$60K - $80K,Blue,24.0,2.0,3,1,3388.0,1659,0.842,13557,100,0.724,0.49,
712265508,32.0,M,0,Post-Graduate,Single,$40K - $60K,,14.0,1.0,1,3,4015.0,0,1.045,8363,65,0.806,0.0,
715051608,34.0,M,2,High School,,$60K - $80K,Blue,36.0,2.0,3,2,9719.0,2517,0.906,9183,51,0.7,0.259,
757786608,33.0,M,2,Post-Graduate,Single,$80K - $120K,,24.0,2.0,3,2,4178.0,2463,0.815,16216,107,0.814,0.59,
714303483,40.0,M,2,College,Married,$40K - $60K,Gold,31.0,1.0,2,1,3735.0,1474,0.798,15039,130,0.757,0.395,
718728108,43.0,M,4,Uneducated,Married,$60K - $80K,Silver,30.0,1.0,3,1,29856.0,1576,0.8,14887,119,0.545,0.053,
710019933,29.0,M,1,Uneducated,,$40K - $60K,Blue,22.0,2.0,3,3,11522.0,1203,0.847,13720,119,0.831,0.104,
812453283,42.0,M,3,Graduate,,$40K - $60K,Blue,37.0,2.0,2,3,3161.0,1788,0.865,13692,117,0.828,0.566,
717439983,48.0,M,2,Graduate,Married,$80K - $120K,Blue,,1.0,3,3,14774.0,2517,0.979,8293,63,0.703,0.17,
714391683,39.0,M,4,Unknown,Married,$60K - $80K,Gold,36.0,4.0,3,2,34516.0,2517,0.841,8248,66,0.65,0.073,
827901183,51.0,F,2,Graduate,Married,Less than $40K,,47.0,2.0,2,1,5118.0,980,0.786,14593,109,0.627,0.191,
708841233,41.0,M,2,College,Married,$80K - $120K,Blue,33.0,2.0,3,3,14682.0,2517,1.041,8193,72,0.846,0.171,
710663508,42.0,M,4,Uneducated,Married,$40K - $60K,,33.0,1.0,2,2,3108.0,2280,0.844,14763,99,0.8,0.734,
716439258,32.0,M,3,Graduate,Married,$60K - $80K,Blue,36.0,1.0,1,1,3223.0,1413,1.009,13648,103,0.635,0.438,
719610708,43.0,M,1,Graduate,Married,$120K +,Blue,34.0,5.0,1,3,28612.0,2517,0.712,14727,105,0.641,0.088,
715026258,50.0,M,1,Graduate,Married,$60K - $80K,Silver,37.0,1.0,1,1,6224.0,777,0.743,13503,112,0.623,0.125,
711706458,44.0,M,4,Doctorate,Married,$80K - $120K,Blue,27.0,1.0,2,1,24134.0,1290,0.814,13311,110,0.642,0.053,
712180308,36.0,M,4,High School,Single,$120K +,Blue,36.0,1.0,3,3,27929.0,1898,0.725,14755,123,0.732,0.068,
802622733,44.0,F,4,Uneducated,Single,$40K - $60K,Blue,34.0,1.0,3,3,3657.0,0,0.785,14802,95,0.667,0.0,
778832883,47.0,F,3,Post-Graduate,Married,Less than $40K,,28.0,1.0,3,1,8257.0,961,0.741,13769,104,0.857,0.116,
788671608,45.0,F,4,College,Single,$40K - $60K,Gold,30.0,1.0,2,1,23051.0,1836,0.743,14393,107,0.814,0.08,
718023708,53.0,F,2,Uneducated,Single,$40K - $60K,,42.0,2.0,1,3,14839.0,2226,0.828,14625,115,0.769,0.15,
